,Junction,Vehicles,Year,Month,Date_no,Hour,Day
86,1,23,2015,11,4,14,Wednesday
87,1,26,2015,11,4,15,Wednesday
88,1,26,2015,11,4,16,Wednesday
89,1,24,2015,11,4,17,Wednesday
90,1,23,2015,11,4,18,Wednesday
91,1,25,2015,11,4,19,Wednesday
92,1,26,2015,11,4,20,Wednesday
93,1,24,2015,11,4,21,Wednesday
94,1,26,2015,11,4,22,Wednesday
95,1,24,2015,11,4,23,Wednesday
96,1,19,2015,11,5,0,Thursday
97,1,20,2015,11,5,1,Thursday
98,1,18,2015,11,5,2,Thursday
99,1,13,2015,11,5,3,Thursday
100,1,13,2015,11,5,4,Thursday
101,1,9,2015,11,5,5,Thursday
102,1,12,2015,11,5,6,Thursday
103,1,12,2015,11,5,7,Thursday
104,1,15,2015,11,5,8,Thursday
105,1,16,2015,11,5,9,Thursday
106,1,23,2015,11,5,10,Thursday
107,1,24,2015,11,5,11,Thursday
108,1,25,2015,11,5,12,Thursday
109,1,24,2015,11,5,13,Thursday
110,1,26,2015,11,5,14,Thursday
111,1,22,2015,11,5,15,Thursday
112,1,20,2015,11,5,16,Thursday
113,1,20,2015,11,5,17,Thursday
114,1,22,2015,11,5,18,Thursday
115,1,26,2015,11,5,19,Thursday
116,1,22,2015,11,5,20,Thursday
117,1,21,2015,11,5,21,Thursday
118,1,21,2015,11,5,22,Thursday
119,1,21,2015,11,5,23,Thursday
120,1,16,2015,11,6,0,Friday
121,1,18,2015,11,6,1,Friday
122,1,19,2015,11,6,2,Friday
123,1,14,2015,11,6,3,Friday
124,1,12,2015,11,6,4,Friday
125,1,13,2015,11,6,5,Friday
126,1,14,2015,11,6,6,Friday
127,1,14,2015,11,6,7,Friday
128,1,13,2015,11,6,8,Friday
129,1,20,2015,11,6,9,Friday
130,1,22,2015,11,6,10,Friday
131,1,26,2015,11,6,11,Friday
132,1,26,2015,11,6,12,Friday
133,1,21,2015,11,6,13,Friday
134,1,23,2015,11,6,14,Friday
135,1,23,2015,11,6,15,Friday
136,1,19,2015,11,6,16,Friday
137,1,19,2015,11,6,17,Friday
138,1,20,2015,11,6,18,Friday
139,1,24,2015,11,6,19,Friday
140,1,18,2015,11,6,20,Friday
141,1,19,2015,11,6,21,Friday
142,1,16,2015,11,6,22,Friday
143,1,17,2015,11,6,23,Friday
144,1,16,2015,11,7,0,Saturday
145,1,16,2015,11,7,1,Saturday
146,1,10,2015,11,7,2,Saturday
147,1,9,2015,11,7,3,Saturday
148,1,8,2015,11,7,4,Saturday
149,1,7,2015,11,7,5,Saturday
150,1,9,2015,11,7,6,Saturday
151,1,8,2015,11,7,7,Saturday
152,1,12,2015,11,7,8,Saturday
153,1,13,2015,11,7,9,Saturday
154,1,17,2015,11,7,10,Saturday
155,1,14,2015,11,7,11,Saturday
156,1,14,2015,11,7,12,Saturday
157,1,14,2015,11,7,13,Saturday
158,1,14,2015,11,7,14,Saturday
159,1,11,2015,11,7,15,Saturday
160,1,15,2015,11,7,16,Saturday
161,1,13,2015,11,7,17,Saturday
162,1,12,2015,11,7,18,Saturday
163,1,17,2015,11,7,19,Saturday
164,1,18,2015,11,7,20,Saturday
165,1,17,2015,11,7,21,Saturday
166,1,16,2015,11,7,22,Saturday
167,1,15,2015,11,7,23,Saturday
168,1,13,2015,11,8,0,Sunday
169,1,16,2015,11,8,1,Sunday
170,1,11,2015,11,8,2,Sunday
171,1,8,2015,11,8,3,Sunday
172,1,10,2015,11,8,4,Sunday
173,1,10,2015,11,8,5,Sunday
174,1,10,2015,11,8,6,Sunday
175,1,9,2015,11,8,7,Sunday
176,1,11,2015,11,8,8,Sunday
177,1,12,2015,11,8,9,Sunday
178,1,18,2015,11,8,10,Sunday
179,1,14,2015,11,8,11,Sunday
180,1,17,2015,11,8,12,Sunday
181,1,14,2015,11,8,13,Sunday
182,1,14,2015,11,8,14,Sunday
183,1,14,2015,11,8,15,Sunday
184,1,12,2015,11,8,16,Sunday
185,1,14,2015,11,8,17,Sunday
186,1,18,2015,11,8,18,Sunday
187,1,13,2015,11,8,19,Sunday
188,1,16,2015,11,8,20,Sunday
189,1,18,2015,11,8,21,Sunday
190,1,14,2015,11,8,22,Sunday
191,1,14,2015,11,8,23,Sunday
192,1,13,2015,11,9,0,Monday
193,1,15,2015,11,9,1,Monday
194,1,11,2015,11,9,2,Monday
195,1,10,2015,11,9,3,Monday
196,1,9,2015,11,9,4,Monday
197,1,8,2015,11,9,5,Monday
198,1,8,2015,11,9,6,Monday
199,1,10,2015,11,9,7,Monday
200,1,11,2015,11,9,8,Monday
201,1,17,2015,11,9,9,Monday
202,1,19,2015,11,9,10,Monday
203,1,22,2015,11,9,11,Monday
204,1,23,2015,11,9,12,Monday
205,1,23,2015,11,9,13,Monday
206,1,24,2015,11,9,14,Monday
207,1,24,2015,11,9,15,Monday
208,1,19,2015,11,9,16,Monday
209,1,19,2015,11,9,17,Monday
210,1,20,2015,11,9,18,Monday
211,1,31,2015,11,9,19,Monday
212,1,25,2015,11,9,20,Monday
213,1,35,2015,11,9,21,Monday
214,1,21,2015,11,9,22,Monday
215,1,24,2015,11,9,23,Monday
216,1,19,2015,11,10,0,Tuesday
217,1,19,2015,11,10,1,Tuesday
218,1,18,2015,11,10,2,Tuesday
219,1,17,2015,11,10,3,Tuesday
220,1,12,2015,11,10,4,Tuesday
221,1,10,2015,11,10,5,Tuesday
222,1,14,2015,11,10,6,Tuesday
223,1,15,2015,11,10,7,Tuesday
224,1,14,2015,11,10,8,Tuesday
225,1,34,2015,11,10,9,Tuesday
226,1,40,2015,11,10,10,Tuesday
227,1,38,2015,11,10,11,Tuesday
228,1,36,2015,11,10,12,Tuesday
229,1,27,2015,11,10,13,Tuesday
230,1,48,2015,11,10,14,Tuesday
231,1,43,2015,11,10,15,Tuesday
232,1,41,2015,11,10,16,Tuesday
233,1,35,2015,11,10,17,Tuesday
234,1,40,2015,11,10,18,Tuesday
235,1,40,2015,11,10,19,Tuesday
236,1,40,2015,11,10,20,Tuesday
237,1,36,2015,11,10,21,Tuesday
238,1,37,2015,11,10,22,Tuesday
239,1,35,2015,11,10,23,Tuesday
240,1,28,2015,11,11,0,Wednesday
241,1,25,2015,11,11,1,Wednesday
242,1,19,2015,11,11,2,Wednesday
243,1,21,2015,11,11,3,Wednesday
244,1,20,2015,11,11,4,Wednesday
245,1,15,2015,11,11,5,Wednesday
246,1,17,2015,11,11,6,Wednesday
247,1,14,2015,11,11,7,Wednesday
248,1,19,2015,11,11,8,Wednesday
249,1,22,2015,11,11,9,Wednesday
250,1,30,2015,11,11,10,Wednesday
251,1,26,2015,11,11,11,Wednesday
252,1,26,2015,11,11,12,Wednesday
253,1,23,2015,11,11,13,Wednesday
254,1,23,2015,11,11,14,Wednesday
255,1,24,2015,11,11,15,Wednesday
256,1,22,2015,11,11,16,Wednesday
257,1,24,2015,11,11,17,Wednesday
258,1,26,2015,11,11,18,Wednesday
259,1,27,2015,11,11,19,Wednesday
260,1,22,2015,11,11,20,Wednesday
261,1,23,2015,11,11,21,Wednesday
262,1,22,2015,11,11,22,Wednesday
263,1,22,2015,11,11,23,Wednesday
264,1,22,2015,11,12,0,Thursday
265,1,17,2015,11,12,1,Thursday
266,1,15,2015,11,12,2,Thursday
267,1,12,2015,11,12,3,Thursday
268,1,13,2015,11,12,4,Thursday
269,1,9,2015,11,12,5,Thursday
270,1,14,2015,11,12,6,Thursday
271,1,13,2015,11,12,7,Thursday
272,1,15,2015,11,12,8,Thursday
273,1,27,2015,11,12,9,Thursday
274,1,39,2015,11,12,10,Thursday
275,1,40,2015,11,12,11,Thursday
276,1,36,2015,11,12,12,Thursday
277,1,34,2015,11,12,13,Thursday
278,1,33,2015,11,12,14,Thursday
279,1,28,2015,11,12,15,Thursday
280,1,30,2015,11,12,16,Thursday
281,1,26,2015,11,12,17,Thursday
282,1,30,2015,11,12,18,Thursday
283,1,35,2015,11,12,19,Thursday
284,1,38,2015,11,12,20,Thursday
285,1,34,2015,11,12,21,Thursday
286,1,30,2015,11,12,22,Thursday
287,1,27,2015,11,12,23,Thursday
288,1,24,2015,11,13,0,Friday
289,1,21,2015,11,13,1,Friday
290,1,16,2015,11,13,2,Friday
291,1,16,2015,11,13,3,Friday
292,1,13,2015,11,13,4,Friday
293,1,11,2015,11,13,5,Friday
294,1,13,2015,11,13,6,Friday
295,1,15,2015,11,13,7,Friday
296,1,17,2015,11,13,8,Friday
297,1,18,2015,11,13,9,Friday
298,1,24,2015,11,13,10,Friday
299,1,41,2015,11,13,11,Friday
300,1,29,2015,11,13,12,Friday
301,1,25,2015,11,13,13,Friday
302,1,25,2015,11,13,14,Friday
303,1,26,2015,11,13,15,Friday
304,1,25,2015,11,13,16,Friday
305,1,24,2015,11,13,17,Friday
306,1,26,2015,11,13,18,Friday
307,1,24,2015,11,13,19,Friday
308,1,28,2015,11,13,20,Friday
309,1,22,2015,11,13,21,Friday
310,1,23,2015,11,13,22,Friday
311,1,18,2015,11,13,23,Friday
312,1,21,2015,11,14,0,Saturday
313,1,20,2015,11,14,1,Saturday
314,1,15,2015,11,14,2,Saturday
315,1,13,2015,11,14,3,Saturday
316,1,10,2015,11,14,4,Saturday
317,1,10,2015,11,14,5,Saturday
318,1,12,2015,11,14,6,Saturday
319,1,9,2015,11,14,7,Saturday
320,1,11,2015,11,14,8,Saturday
321,1,15,2015,11,14,9,Saturday
322,1,16,2015,11,14,10,Saturday
323,1,16,2015,11,14,11,Saturday
324,1,12,2015,11,14,12,Saturday
325,1,11,2015,11,14,13,Saturday
326,1,14,2015,11,14,14,Saturday
327,1,16,2015,11,14,15,Saturday
328,1,18,2015,11,14,16,Saturday
329,1,13,2015,11,14,17,Saturday
330,1,17,2015,11,14,18,Saturday
331,1,15,2015,11,14,19,Saturday
332,1,19,2015,11,14,20,Saturday
333,1,15,2015,11,14,21,Saturday
334,1,19,2015,11,14,22,Saturday
335,1,15,2015,11,14,23,Saturday
336,1,15,2015,11,15,0,Sunday
337,1,13,2015,11,15,1,Sunday
338,1,14,2015,11,15,2,Sunday
339,1,10,2015,11,15,3,Sunday
340,1,8,2015,11,15,4,Sunday
341,1,9,2015,11,15,5,Sunday
342,1,9,2015,11,15,6,Sunday
343,1,9,2015,11,15,7,Sunday
344,1,9,2015,11,15,8,Sunday
345,1,16,2015,11,15,9,Sunday
346,1,18,2015,11,15,10,Sunday
347,1,18,2015,11,15,11,Sunday
348,1,17,2015,11,15,12,Sunday
349,1,18,2015,11,15,13,Sunday
350,1,14,2015,11,15,14,Sunday
351,1,15,2015,11,15,15,Sunday
352,1,13,2015,11,15,16,Sunday
353,1,15,2015,11,15,17,Sunday
354,1,19,2015,11,15,18,Sunday
355,1,18,2015,11,15,19,Sunday
356,1,21,2015,11,15,20,Sunday
357,1,17,2015,11,15,21,Sunday
358,1,17,2015,11,15,22,Sunday
359,1,15,2015,11,15,23,Sunday
360,1,17,2015,11,16,0,Monday
361,1,14,2015,11,16,1,Monday
362,1,13,2015,11,16,2,Monday
363,1,15,2015,11,16,3,Monday
364,1,12,2015,11,16,4,Monday
365,1,12,2015,11,16,5,Monday
366,1,13,2015,11,16,6,Monday
367,1,14,2015,11,16,7,Monday
368,1,13,2015,11,16,8,Monday
369,1,16,2015,11,16,9,Monday
370,1,26,2015,11,16,10,Monday
371,1,21,2015,11,16,11,Monday
372,1,26,2015,11,16,12,Monday
373,1,24,2015,11,16,13,Monday
374,1,26,2015,11,16,14,Monday
375,1,22,2015,11,16,15,Monday
376,1,24,2015,11,16,16,Monday
377,1,26,2015,11,16,17,Monday
378,1,23,2015,11,16,18,Monday
379,1,29,2015,11,16,19,Monday
380,1,31,2015,11,16,20,Monday
381,1,27,2015,11,16,21,Monday
382,1,27,2015,11,16,22,Monday
383,1,26,2015,11,16,23,Monday
384,1,23,2015,11,17,0,Tuesday
385,1,21,2015,11,17,1,Tuesday
386,1,19,2015,11,17,2,Tuesday
387,1,16,2015,11,17,3,Tuesday
388,1,11,2015,11,17,4,Tuesday
389,1,11,2015,11,17,5,Tuesday
390,1,15,2015,11,17,6,Tuesday
391,1,12,2015,11,17,7,Tuesday
392,1,12,2015,11,17,8,Tuesday
393,1,18,2015,11,17,9,Tuesday
394,1,31,2015,11,17,10,Tuesday
395,1,42,2015,11,17,11,Tuesday
396,1,37,2015,11,17,12,Tuesday
397,1,30,2015,11,17,13,Tuesday
398,1,33,2015,11,17,14,Tuesday
399,1,28,2015,11,17,15,Tuesday
400,1,29,2015,11,17,16,Tuesday
401,1,28,2015,11,17,17,Tuesday
402,1,28,2015,11,17,18,Tuesday
403,1,31,2015,11,17,19,Tuesday
404,1,28,2015,11,17,20,Tuesday
405,1,26,2015,11,17,21,Tuesday
406,1,26,2015,11,17,22,Tuesday
407,1,27,2015,11,17,23,Tuesday
408,1,24,2015,11,18,0,Wednesday
409,1,23,2015,11,18,1,Wednesday
410,1,20,2015,11,18,2,Wednesday
411,1,19,2015,11,18,3,Wednesday
412,1,20,2015,11,18,4,Wednesday
413,1,16,2015,11,18,5,Wednesday
414,1,19,2015,11,18,6,Wednesday
415,1,16,2015,11,18,7,Wednesday
416,1,17,2015,11,18,8,Wednesday
417,1,19,2015,11,18,9,Wednesday
418,1,30,2015,11,18,10,Wednesday
419,1,44,2015,11,18,11,Wednesday
420,1,35,2015,11,18,12,Wednesday
421,1,34,2015,11,18,13,Wednesday
422,1,31,2015,11,18,14,Wednesday
423,1,31,2015,11,18,15,Wednesday
424,1,28,2015,11,18,16,Wednesday
425,1,34,2015,11,18,17,Wednesday
426,1,37,2015,11,18,18,Wednesday
427,1,37,2015,11,18,19,Wednesday
428,1,34,2015,11,18,20,Wednesday
429,1,31,2015,11,18,21,Wednesday
430,1,29,2015,11,18,22,Wednesday
431,1,28,2015,11,18,23,Wednesday
432,1,32,2015,11,19,0,Thursday
433,1,23,2015,11,19,1,Thursday
434,1,20,2015,11,19,2,Thursday
435,1,16,2015,11,19,3,Thursday
436,1,18,2015,11,19,4,Thursday
437,1,17,2015,11,19,5,Thursday
438,1,16,2015,11,19,6,Thursday
439,1,17,2015,11,19,7,Thursday
440,1,18,2015,11,19,8,Thursday
441,1,25,2015,11,19,9,Thursday
442,1,31,2015,11,19,10,Thursday
443,1,32,2015,11,19,11,Thursday
444,1,31,2015,11,19,12,Thursday
445,1,29,2015,11,19,13,Thursday
446,1,31,2015,11,19,14,Thursday
447,1,31,2015,11,19,15,Thursday
448,1,30,2015,11,19,16,Thursday
449,1,28,2015,11,19,17,Thursday
450,1,29,2015,11,19,18,Thursday
451,1,36,2015,11,19,19,Thursday
452,1,29,2015,11,19,20,Thursday
453,1,28,2015,11,19,21,Thursday
454,1,30,2015,11,19,22,Thursday
455,1,29,2015,11,19,23,Thursday
456,1,24,2015,11,20,0,Friday
457,1,20,2015,11,20,1,Friday
458,1,15,2015,11,20,2,Friday
459,1,14,2015,11,20,3,Friday
460,1,13,2015,11,20,4,Friday
461,1,8,2015,11,20,5,Friday
462,1,12,2015,11,20,6,Friday
463,1,14,2015,11,20,7,Friday
464,1,15,2015,11,20,8,Friday
465,1,20,2015,11,20,9,Friday
466,1,26,2015,11,20,10,Friday
467,1,26,2015,11,20,11,Friday
468,1,26,2015,11,20,12,Friday
469,1,21,2015,11,20,13,Friday
470,1,26,2015,11,20,14,Friday
471,1,29,2015,11,20,15,Friday
472,1,20,2015,11,20,16,Friday
473,1,22,2015,11,20,17,Friday
474,1,25,2015,11,20,18,Friday
475,1,27,2015,11,20,19,Friday
476,1,26,2015,11,20,20,Friday
477,1,24,2015,11,20,21,Friday
478,1,25,2015,11,20,22,Friday
479,1,21,2015,11,20,23,Friday
480,1,17,2015,11,21,0,Saturday
481,1,16,2015,11,21,1,Saturday
482,1,15,2015,11,21,2,Saturday
483,1,15,2015,11,21,3,Saturday
484,1,15,2015,11,21,4,Saturday
485,1,8,2015,11,21,5,Saturday
486,1,12,2015,11,21,6,Saturday
487,1,13,2015,11,21,7,Saturday
488,1,12,2015,11,21,8,Saturday
489,1,16,2015,11,21,9,Saturday
490,1,18,2015,11,21,10,Saturday
491,1,17,2015,11,21,11,Saturday
492,1,18,2015,11,21,12,Saturday
493,1,15,2015,11,21,13,Saturday
494,1,21,2015,11,21,14,Saturday
495,1,18,2015,11,21,15,Saturday
496,1,17,2015,11,21,16,Saturday
497,1,17,2015,11,21,17,Saturday
498,1,19,2015,11,21,18,Saturday
499,1,22,2015,11,21,19,Saturday
500,1,18,2015,11,21,20,Saturday
501,1,17,2015,11,21,21,Saturday
502,1,22,2015,11,21,22,Saturday
503,1,17,2015,11,21,23,Saturday
504,1,15,2015,11,22,0,Sunday
505,1,15,2015,11,22,1,Sunday
506,1,11,2015,11,22,2,Sunday
507,1,12,2015,11,22,3,Sunday
508,1,11,2015,11,22,4,Sunday
509,1,8,2015,11,22,5,Sunday
510,1,11,2015,11,22,6,Sunday
511,1,9,2015,11,22,7,Sunday
512,1,8,2015,11,22,8,Sunday
513,1,15,2015,11,22,9,Sunday
514,1,18,2015,11,22,10,Sunday
515,1,18,2015,11,22,11,Sunday
516,1,20,2015,11,22,12,Sunday
517,1,20,2015,11,22,13,Sunday
518,1,20,2015,11,22,14,Sunday
519,1,15,2015,11,22,15,Sunday
520,1,16,2015,11,22,16,Sunday
521,1,16,2015,11,22,17,Sunday
522,1,21,2015,11,22,18,Sunday
523,1,27,2015,11,22,19,Sunday
524,1,26,2015,11,22,20,Sunday
525,1,24,2015,11,22,21,Sunday
526,1,20,2015,11,22,22,Sunday
527,1,20,2015,11,22,23,Sunday
528,1,21,2015,11,23,0,Monday
529,1,14,2015,11,23,1,Monday
530,1,16,2015,11,23,2,Monday
531,1,14,2015,11,23,3,Monday
532,1,11,2015,11,23,4,Monday
533,1,11,2015,11,23,5,Monday
534,1,9,2015,11,23,6,Monday
535,1,12,2015,11,23,7,Monday
536,1,16,2015,11,23,8,Monday
537,1,26,2015,11,23,9,Monday
538,1,33,2015,11,23,10,Monday
539,1,35,2015,11,23,11,Monday
540,1,33,2015,11,23,12,Monday
541,1,32,2015,11,23,13,Monday
542,1,28,2015,11,23,14,Monday
543,1,33,2015,11,23,15,Monday
544,1,27,2015,11,23,16,Monday
545,1,24,2015,11,23,17,Monday
546,1,27,2015,11,23,18,Monday
547,1,29,2015,11,23,19,Monday
548,1,26,2015,11,23,20,Monday
549,1,27,2015,11,23,21,Monday
550,1,28,2015,11,23,22,Monday
551,1,26,2015,11,23,23,Monday
552,1,23,2015,11,24,0,Tuesday
553,1,19,2015,11,24,1,Tuesday
554,1,18,2015,11,24,2,Tuesday
555,1,13,2015,11,24,3,Tuesday
556,1,12,2015,11,24,4,Tuesday
557,1,13,2015,11,24,5,Tuesday
558,1,16,2015,11,24,6,Tuesday
559,1,17,2015,11,24,7,Tuesday
560,1,23,2015,11,24,8,Tuesday
561,1,26,2015,11,24,9,Tuesday
562,1,29,2015,11,24,10,Tuesday
563,1,28,2015,11,24,11,Tuesday
564,1,31,2015,11,24,12,Tuesday
565,1,23,2015,11,24,13,Tuesday
566,1,28,2015,11,24,14,Tuesday
567,1,25,2015,11,24,15,Tuesday
568,1,24,2015,11,24,16,Tuesday
569,1,27,2015,11,24,17,Tuesday
570,1,28,2015,11,24,18,Tuesday
571,1,24,2015,11,24,19,Tuesday
572,1,29,2015,11,24,20,Tuesday
573,1,26,2015,11,24,21,Tuesday
574,1,25,2015,11,24,22,Tuesday
575,1,23,2015,11,24,23,Tuesday
576,1,21,2015,11,25,0,Wednesday
577,1,16,2015,11,25,1,Wednesday
578,1,16,2015,11,25,2,Wednesday
579,1,15,2015,11,25,3,Wednesday
580,1,11,2015,11,25,4,Wednesday
581,1,9,2015,11,25,5,Wednesday
582,1,10,2015,11,25,6,Wednesday
583,1,14,2015,11,25,7,Wednesday
584,1,17,2015,11,25,8,Wednesday
585,1,21,2015,11,25,9,Wednesday
586,1,28,2015,11,25,10,Wednesday
587,1,30,2015,11,25,11,Wednesday
588,1,29,2015,11,25,12,Wednesday
589,1,26,2015,11,25,13,Wednesday
590,1,26,2015,11,25,14,Wednesday
591,1,27,2015,11,25,15,Wednesday
592,1,26,2015,11,25,16,Wednesday
593,1,23,2015,11,25,17,Wednesday
594,1,28,2015,11,25,18,Wednesday
595,1,31,2015,11,25,19,Wednesday
596,1,26,2015,11,25,20,Wednesday
597,1,24,2015,11,25,21,Wednesday
598,1,24,2015,11,25,22,Wednesday
599,1,21,2015,11,25,23,Wednesday
600,1,22,2015,11,26,0,Thursday
601,1,16,2015,11,26,1,Thursday
602,1,13,2015,11,26,2,Thursday
603,1,11,2015,11,26,3,Thursday
604,1,13,2015,11,26,4,Thursday
605,1,12,2015,11,26,5,Thursday
606,1,11,2015,11,26,6,Thursday
607,1,13,2015,11,26,7,Thursday
608,1,11,2015,11,26,8,Thursday
609,1,21,2015,11,26,9,Thursday
610,1,32,2015,11,26,10,Thursday
611,1,33,2015,11,26,11,Thursday
612,1,26,2015,11,26,12,Thursday
613,1,25,2015,11,26,13,Thursday
614,1,30,2015,11,26,14,Thursday
615,1,30,2015,11,26,15,Thursday
616,1,28,2015,11,26,16,Thursday
617,1,25,2015,11,26,17,Thursday
618,1,24,2015,11,26,18,Thursday
619,1,29,2015,11,26,19,Thursday
620,1,31,2015,11,26,20,Thursday
621,1,26,2015,11,26,21,Thursday
622,1,28,2015,11,26,22,Thursday
623,1,21,2015,11,26,23,Thursday
624,1,20,2015,11,27,0,Friday
625,1,19,2015,11,27,1,Friday
626,1,14,2015,11,27,2,Friday
627,1,11,2015,11,27,3,Friday
628,1,9,2015,11,27,4,Friday
629,1,11,2015,11,27,5,Friday
630,1,10,2015,11,27,6,Friday
631,1,9,2015,11,27,7,Friday
632,1,16,2015,11,27,8,Friday
633,1,21,2015,11,27,9,Friday
634,1,33,2015,11,27,10,Friday
635,1,29,2015,11,27,11,Friday
636,1,28,2015,11,27,12,Friday
637,1,26,2015,11,27,13,Friday
638,1,27,2015,11,27,14,Friday
639,1,29,2015,11,27,15,Friday
640,1,26,2015,11,27,16,Friday
641,1,27,2015,11,27,17,Friday
642,1,27,2015,11,27,18,Friday
643,1,30,2015,11,27,19,Friday
644,1,24,2015,11,27,20,Friday
645,1,24,2015,11,27,21,Friday
646,1,24,2015,11,27,22,Friday
647,1,23,2015,11,27,23,Friday
648,1,21,2015,11,28,0,Saturday
649,1,13,2015,11,28,1,Saturday
650,1,16,2015,11,28,2,Saturday
651,1,11,2015,11,28,3,Saturday
652,1,10,2015,11,28,4,Saturday
653,1,8,2015,11,28,5,Saturday
654,1,11,2015,11,28,6,Saturday
655,1,10,2015,11,28,7,Saturday
656,1,16,2015,11,28,8,Saturday
657,1,19,2015,11,28,9,Saturday
658,1,21,2015,11,28,10,Saturday
659,1,25,2015,11,28,11,Saturday
660,1,21,2015,11,28,12,Saturday
661,1,18,2015,11,28,13,Saturday
662,1,18,2015,11,28,14,Saturday
663,1,22,2015,11,28,15,Saturday
664,1,18,2015,11,28,16,Saturday
665,1,16,2015,11,28,17,Saturday
666,1,16,2015,11,28,18,Saturday
667,1,26,2015,11,28,19,Saturday
668,1,28,2015,11,28,20,Saturday
669,1,22,2015,11,28,21,Saturday
670,1,22,2015,11,28,22,Saturday
671,1,21,2015,11,28,23,Saturday
672,1,22,2015,11,29,0,Sunday
673,1,17,2015,11,29,1,Sunday
674,1,13,2015,11,29,2,Sunday
675,1,10,2015,11,29,3,Sunday
676,1,12,2015,11,29,4,Sunday
677,1,12,2015,11,29,5,Sunday
678,1,9,2015,11,29,6,Sunday
679,1,13,2015,11,29,7,Sunday
680,1,14,2015,11,29,8,Sunday
681,1,18,2015,11,29,9,Sunday
682,1,20,2015,11,29,10,Sunday
683,1,21,2015,11,29,11,Sunday
684,1,22,2015,11,29,12,Sunday
685,1,17,2015,11,29,13,Sunday
686,1,20,2015,11,29,14,Sunday
687,1,19,2015,11,29,15,Sunday
688,1,20,2015,11,29,16,Sunday
689,1,20,2015,11,29,17,Sunday
690,1,21,2015,11,29,18,Sunday
691,1,20,2015,11,29,19,Sunday
692,1,22,2015,11,29,20,Sunday
693,1,24,2015,11,29,21,Sunday
694,1,21,2015,11,29,22,Sunday
695,1,18,2015,11,29,23,Sunday
696,1,20,2015,11,30,0,Monday
